timestamp_Angle_DEG;Angle_DEG;Current_A;Voltage_V
1701901054417;330,99609375;0,2888946533203125;-0,8840000033378601
1701901054418;330,99609375;0,27447509765625;-0,7879999876022339
1701901054419;330,99609375;0,23455810546875;-0,7080000042915344
1701901054420;330,99609375;0,186767578125;-0,547999918460846
1701901054421;330,99609375;0,1737213134765625;-0,312000036239624
1701901054422;330,99609375;0,1549072265625;0,18000006675720215
1701901054423;330,99609375;0,1137542724609375;0,18000006675720215
1701901054424;330,99609375;0,075531005859375;-0,5039999485015869
1701901054425;330,99609375;0,084228515625;-1,75600004196167
1701901054426;330,99609375;0,122222900390625;-1,75600004196167
1701901054427;330,99609375;0,124053955078125;-1,0399999618530273
1701901054428;330,99609375;0,147674560546875;-0,8840000033378601
1701901054429;330,99609375;0,1953277587890625;-0,8840000033378601
1701901054430;330,99609375;0,236114501953125;-0,8600000143051147
1701901054431;330,99609375;0,265045166015625;-0,7559999823570251
1701901054432;330,99609375;0,22174072265625;0,171999990940094
1701901054433;330,99609375;0,1790771484375;0,07599997520446777
1701901054434;330,99609375;0,1759185791015625;-0,6839999556541443
1701901054435;330,99609375;0,16552734375;-0,46800005435943604
1701901054436;330,99609375;0,1379241943359375;0,3880000114440918
1701901054437;330,99609375;0,1109619140625;0,7040001153945923
1701901054438;330,99609375;0,1019439697265625;-1,7039999961853027
1701901054439;330,99609375;0,1284942626953125;-0,8840000033378601
1701901054440;330,99609375;0,128265380859375;-0,8679999709129333
1701901054441;330,99609375;0,1436004638671875;-0,8159999847412109
1701901054442;330,99609375;0,1780242919921875;-0,8159999847412109
1701901054443;330,99609375;0,2107086181640625;-0,7279999852180481
1701901054444;330,99609375;0,2108917236328125;-0,4399999678134918
1701901054445;330,99609375;0,214599609375;-0,2639999985694885
1701901054446;330,99609375;0,1840667724609375;-0,6680000424385071
1701901054447;330,99609375;0,177886962890625;-0,5720000267028809
1701901054448;330,99609375;0,18035888671875;-0,09599995613098145
1701901054449;330,99609375;0,1674957275390625;0,21599996089935303
1701901054450;330,99609375;0,1461181640625;0,5160001516342163
1701901054451;330,99609375;0,1222686767578125;-1,4479999542236328
1701901054452;330,99609375;0,1319732666015625;-0,871999979019165
1701901054453;330,99609375;0,133209228515625;-0,8840000033378601
1701901054454;330,99609375;0,1402587890625;-0,7879999876022339
